,0,1,2,3
0,0.026281216327558525,0.016916719428644738,0.03295704820014659,0.022365647293966832
1,0.017118580676688422,0.016188121344985176,0.022688191734123037,0.016456716751986657
2,0.011751458404158479,0.018654908696514073,0.028646772903093948,0.01918359962288445
3,0.015706451827287207,0.01549293340119541,0.013427784452706277,0.01250839995863727
4,0.011235356282493721,0.014758773732248605,0.010123882095270674,0.01093501688618048
5,0.01147685408942984,0.013981486855915128,0.012313847352880245,0.010291049263591638
6,0.013894234660245225,0.012091141255000213,0.018499669280032726,0.014442402324499812
7,0.012263046341682038,0.013616859834918097,0.021224650918759753,0.011851884012990744
8,0.01340546071889058,0.013176263381468187,0.028328278050399107,0.01840446945213063
9,0.013813457122023474,0.011643363200346608,0.017090176919430128,0.01447751272136615
10,0.011419750677774324,0.012411929173903807,0.015208554348877518,0.013896315737119773
11,0.015436355905402582,0.017373882748289278,0.01359975674403049,0.012019475042359892
12,0.015127288576332349,0.01487265309953215,0.01643280475323016,0.012782533335523708
13,0.01641798519792449,0.016956052967747572,0.01781348299089001,0.014184694919096519
14,0.013768170549387755,0.012694619775921453,0.011988960500996255,0.011712979971855886
15,0.011129685692984467,0.012202175403981625,0.013846940870148669,0.010945198905920916
16,0.01253036627758708,0.014605161253169303,0.01574525866935607,0.012441992385566201
17,0.01145013113983562,0.012245288656973583,0.01169557440717496,0.010493135297459294
18,0.011844875441958395,0.011534629157020127,0.013319239842367324,0.012263463932342046
19,0.014284227921399929,0.015432838570356069,0.016970540754208195,0.01302010948458293
20,0.01158047166948051,0.012235021674037684,0.017626920026510094,0.012294443592793762
21,0.012771733693962789,0.014045222067704283,0.014874292313250943,0.012662788872896071
22,0.012859439563523398,0.011044500154346527,0.01166678795848732,0.012161359221629886
23,0.010550465081173101,0.010923037498744726,0.012197348207056603,0.012546012591303397
24,0.011423563514173151,0.012055762886659238,0.013199898067138904,0.011436724530846718
25,0.012072109709816276,0.011928771529951695,0.013390792582445599,0.011015562358945265
26,0.012581251179797812,0.011908198998743152,0.014583644662005988,0.011891530087478777
27,0.011410342223391604,0.01204661531197417,0.011353199750490846,0.011209855879388927
28,0.011352691949038887,0.011328145112245476,0.011559506947642977,0.010619253564718812
29,0.011537187182276587,0.012544855339622477,0.013403626390472028,0.011226843766292398
30,0.011968532172784452,0.010965796770146231,0.012432102058881185,0.010819252237216158
31,0.011489189998447467,0.011676584415584076,0.012990058373787385,0.01078217552267176
32,0.011381751253153542,0.010618641724275239,0.012840378577088985,0.011183754235415174
33,0.010616598737352483,0.011426325212976887,0.012294982102250185,0.011099340997062095
34,0.012048799424344232,0.01255835913712952,0.012151192700950431,0.01140565407394818
35,0.011436450515350258,0.012015688094409704,0.013104812161656085,0.011176628606799542
36,0.011741829738487027,0.012230733435113819,0.01286767025513788,0.011843634511908892
37,0.01019687404102716,0.010576379237243087,0.011747581469667059,0.010714541498207884
38,0.010900050925679389,0.012066528679874013,0.015714960257082827,0.012031735687376383
39,0.01440183688465857,0.012568701599183772,0.017880884140820882,0.013741962026372432
40,0.014375046986871094,0.013283656012781,0.015325217781450273,0.012128651394318783
41,0.010670405143544006,0.011724431306448867,0.010381649084718832,0.010770920407960294
42,0.011107350629373108,0.01110818186519085,0.01251016356314439,0.011459179388156843
